Site Name,Trinomial,Assay No.,Provenience (if known),Feature Type,Material,Taxa dated,Human,DatesUse,Error,Corrected/Raw,Corrected/Normalized 14C age, Corrected/Normalized Age,Delta 13C,Delta 13C source,Raw/Measured Age, Raw/Measured Age,AMS or Radiometric,Comments,Reference,pdf,Region
Woodforest Road,41HR751,Beta-98353,N2 E3 Level i, ,Charcoal, ,No,1510,50,Corrected,1510,50,-25.9,Measured,0,0,AMS, ,"Hubbard, Nicola et al., 2015. Data Recovery Excavations at Site 41HR751, Woodforest Road, Harris County, Texas. Moore Archeological Consulting, Inc. Report of Investigations Number 178.","Hubbard, 41HR751 (Full Report).pdf",TCP
Harris County Boys School,41HR85,SR-6165,burial 29, ,Bone,Homo sapiens,Yes,1510,35,Corrected,1510,35,-13.1,measured,0,0,AMS,aka 41HR80,"Kelly Pertulla database, CARD.  Hard and Katzenburg; 2011; Stable Isotope Study of Hunter-Gatherer-Fisher Diet, Mobility, and Intensification on the Texas Gulf Coast Plain; American Antiquity 76(4)", ,TCP
Chytka,41JK66,Tx-2758,N14-15/E12-13, ,Burned bone, ,No,1520,100,Raw,0,0,0, ,1520,100,Radiometric,"Corrected dates given in BC/AD as ""Arizona Correction"" 450 AD","Sjoberg, Alf et. al., 1981, Phase III: Prehistoric Archeological Research Within Palmetto Bend Reservoir, Jackson County, Texas, Research Report No. 82, Palmetto Bend Reservoir Series/Volume 6, Texas Archeological Survery. The University of Texas at Aust",Sjoberg1981,TCP
Sandow Mine,41LE120,Beta-98774,"Trench 2, North end, 30 cm", ,nutshell, ,No,1520,50,Corrected,1520,50,-26,Measured,1540,50,AMS, ,"Rogers R. 1997. National Register Testing at Site 41LE120 Sandow Mine Lee County Texas. Espey, Huston, and Associates, Inc.",Rogers 1997,TCP
 ,41CH63,UGa-5847, , ,Unknown, ,No,1524,64,Corrected,1524,64,0, ,0,0,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,TCP
Labadie,41CH62,UGa-5849, , ,Unknown, ,No,1529,58,Corrected,1529,58,0, ,0,0,Radiometric,not sure this site number is correct; appears to be a historic site,"Kelly Pertulla database, CARD.  Patterson 1996", ,TCP
El Caracol,41HG253,Beta-370066,"Trench 39.0, Flot 1, ~75cmbs",Hearth,Charcoal, ,No,1530,30,Corrected,1530,30,-24,Measured,0,0,AMS,No raw age given,"Burden et al; 2014; Results of Archeological Survey of the Proposed Hidalgo Loop Sections A and C, The International Bridge Trade Corridor, and State Highway 365 Projects Hidalgo County, Texas; Atkins. �",Burden2014.pdf,TCP
 ,41NU2,D-AMS 035158,Burial M-5, ,Bone Collagen,Homo sp,Yes,1531,27,Corrected,1531,27,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Walleye Creek Site,41LE57,Beta-96208,"Feature 1, Trench 2, 60 cm,N 565 W 247",Hearth,nutshell,Carya,No,1540,40,Corrected,1540,40,-26.4,Measured,1560,40,AMS,Date corresponds to known Ensor point,"Rogers R. 1999. Excavations at the Walleye Creek Site (41LE57) Lee County, Texas. Espey, Huston and Associates, Inc.",Rogers 1999,TCP
Chesser Site,41LE59,Beta-80619,"Feature 20, N516 E406, Level 6, 98.70-98.60 cm", ,nutshell,Carya,No,1540,50,Corrected,1540,50,-25.3,Measured,1540,50,AMS, ,"Rogers R. 1995. Archaeological Investigations at the Chesser Site (41LE59) Lee County Texas. Espey, Huston, and Associates, Inc.",Rogers 1995,TCP
Chesser Site,41LE59,Beta-80616,"Feature 27, N515 E404, Level 6, 98.60-98.50 cm", ,nutshell,Carya,No,1540,60,Corrected,1540,60,-25.9,Measured,1550,60,AMS,Likely to be an accurate date for feature 27,"Rogers R. 1995. Archaeological Investigations at the Chesser Site (41LE59) Lee County Texas. Espey, Huston, and Associates, Inc.",Rogers 1995,TCP
 ,41GD113,Beta-174045,"Test unit 6, Level 9, 100cm below subdatum, feature 1", ,Charcoal, ,No,1550,60,Corrected,1550,60,-26.5,Measured,1570,60,AMS, ,"Greaves, Russell D., et. al., 2004, Archeological Testing of sites 41GD113 and 41GD114 in Goliad County, Texas, Texas Department of Transportation and Center for Archaeological Research, The University of Texas at San Antonio",Greaves 2004,TCP
 ,41GD113,Beta-174047,"Test unit 2, Level 11, 118cm below subdatum, feature 1", ,Charcoal, ,No,1550,50,Corrected,1550,50,-26.9,Measured,1580,50,AMS, ,"Greaves, Russell D., et. al., 2004, Archeological Testing of sites 41GD113 and 41GD114 in Goliad County, Texas, Texas Department of Transportation and Center for Archaeological Research, The University of Texas at San Antonio",Greaves 2004,TCP
Sandow Mine,41LE120,Beta-98766,"Trench 8, Feature C", ,nutshell,Carya,No,1550,40,Corrected,1550,40,-24.4,measured,1540,40,AMS,Report pg. 92 indicates date is not reliable based on the presence of a Gary type dart point (FS165) found in apparent association. The feature is widely scattered and not considered in situ,"Rogers R. 1997. National Register Testing at Site 41LE120 Sandow Mine Lee County Texas. Espey, Huston, and Associates, Inc.",Rogers 1997,TCP
 ,41CH13,Tx-344,"Sq 027, Level 4", ,Charcoal, ,No,1560,100,Raw,0,0,0, ,1560,100, , ,"Story, Dee Ann, Janice A. Guy, Barbara A. Burnet, (UNK) Doty Freeman, Jerome C. Rose, D. Gentry Steele, (UNK) W. Olive and Karl J. Reinhard; 1990; The Archaeology and Bioarchaeology of the Gulf Coast Plains; Vol. 2; (Publisher Unknown)","Story, 1990.pdf",TCP
 ,41WB363,Beta-75732,F3,Camp,Organic residue, ,No,1560,60,Corrected,1560,60,-25,Estimated,1560,60,Radiometric,Sample No. 3,"Warren 1994. Subsurface Testing Portions of Archeological Sites 41WB362 and 41WB363 Texas A & M Internation Univesite Campurs Webb County, Texas.",Warren 1994.pdf,TCP
Troll,41CW92,UGA-13313,"Feature 6, BHT G, 126-136 cm, elevation 97.3-97.2 m, analytical unit 4", ,charcoal, ,No,1570,40,Corrected,1570,40,-24.29,measured,1550,40,AMS,sample # G2-9-167,"2005 Miller K. Significance Testing at the Troll Site 41CW92 Caldwell County Texas. Archaeological studies Rpt:77, SWCA Rpt: 2005-137",Miller 2005,TCP
Walleye Creek Site,41LE57,Beta-96210,"Feature 3, Trench 8, 30-40 cm, N604 W209",Hearth,nutshell,Carya,No,1570,60,Corrected,1570,60,-25.8,Measured,1590,60,AMS, ,"Rogers R. 1999. Excavations at the Walleye Creek Site (41LE57) Lee County, Texas. Espey, Huston and Associates, Inc.",Rogers 1999,TCP
 ,41ZV198,UGA-12694,"Unit N0/E02, Level 4, Feature 1",Hearth,Charcoal, ,No,1570,40,Corrected,1570,40,-24.32,Measured,1560,40,AMS,UGA# 12694; Sample I.D. 41ZV198-1-0-28-2; 13C Corrected: (+11),"Mauldin et al, 2004; Archeological Survey and Testing of Selected Prehistoric Sites along FM 481, Zavala County, Texas.",Mauldin 2004.pdf,TCP
 ,41ZP845,Beta-208002,"TU2, Lvl. 2, Feature 7; 10-20 cmbs",Hearth,Charcoal; Charred material,Burned rock and stained sediment,No,1590,40,Corrected,1590,40,-25.5,Measured,1600,40,AMS,Sample F207-C14- 14,"2006, Karbula et al; Cultural Resource Survey of Selected Portions of the Northern and Cantral Unsurveyed areas, International Falcon Dam and Resevoir Project, Zapata and Starr Counties, Texas;","Karbula, 2006.pdf",TCP
Ernest Witte Site,41AU36,TX-2452,"Zone 3b, Burial Group 2, Burial 89",Burial,Bone Apatite,Human,Yes,1590,80,Corrected,1590,80,0, ,1650,70,Radiometric,"Uncorrected date �70, no explanation as to corrected/uncorrected and diffference in +-","Hall, Grant D.; 1981; ALLENS CREEK: A Study in the Cultural Prehistory of the Lower Brazos River Valley, Texas; Texas Archeological Survey Research Report No. 61; University of Texas at Austin","Hall, 1981.pdf",TCP
 ,41WA47,Beta-157969,"Unit QQ48-22-1, level 262, 74 cmbgs", ,Charcoal, ,No,1600,40,Corrected,1600,40,-25.3,measured,0,0,AMS, ,"Greaves, Russel D.; 2002; Archaeological Surey of Huntsville State Park and Excavations in 41WA47, Walker County, Texas; Archaeological Survey Report, No. 327; Center for Archaeological Research, The University of Texas at San Antonio","Greaves, 2002.pdf",TCP
Redtail Site,41HR581,Beta-30596,Feature 18, ,Charcoal, ,No,1610,90,Corrected,1610,90,-27.3,Measured,1650,90, , ,"Gadus, Eloise F., Margaret Ann Howard; 1990; Hunter-Fisher-Gatherers on the Upper Texas Coast: Archeological Investigations at the Peggy Lake Disposal Area, Harris County, Texas; Reports of Investigations, Number 74; Prewitt and Associates Inc.","Gadus, 1990.pdf",TCP
 ,41ZV202,Beta-177704,CAT#199, ,Charred material, ,No,1610,40,Corrected,1610,40,-24.6,Measured,1600,40,AMS, ,"Mauldin et al, 2010; Archeological Testing and Data Recovery at 41ZV202, Zavala County, Texas.",Mauldin 2010.pdf,TCP
 ,41BP495,Beta-183904,80-90 cmbs, ,Charcoal, ,No,1620,40,Corrected,1620,40,-25.9,Measured,0,0,AMS, ,"Kelly Pertulla database, CARD.  Lohse and Bousman�2006", ,TCP
Ernest Witte Site,41AU36,D-AMS 035577,"Burial 109, Group 3", ,Bone Collagen,Homo sp,Yes,1626,26,Corrected,1626,26,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Ernest Witte Site,41AU36,D-AMS 035576,"Burial 1, Group 3", ,Bone Collagen,Homo sp,Yes,1633,25,Corrected,1633,25,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Site 41WB416,41WB416,Beta-110688,TU-2,Hearth,Charcoal, ,No,1640,60,Corrected,1640,60,-24.4,Measured,0,0,Radiometric,No raw age given.,"McCulloch and Warren 1998. A Report on the Limited Nnational Register Testing of Site 41WB416, Laredo, Texas.�",McCulloch and Warren 1998.pdf,TCP
Site 41WB416,41WB416,Beta-110686,"BHT-1, 35-52cms",Hearth,Charcoal, ,No,1640,50,Corrected,1640,50,-25.6,Measured,0,0,AMS,No raw age given.,"McCulloch and Warren 1998. A Report on the Limited Nnational Register Testing of Site 41WB416, Laredo, Texas.�",McCulloch and Warren 1998.pdf,TCP
 ,41BO50,TX-1259A, , ,Charcoal, ,No,1650,90,Raw,0,0,0, ,1650,90, , ,Valastro,Valastro1970.pdf,TCP
 ,41CH161,I-17532, , ,Unknown, ,No,1660,80,Raw,0,0,0, ,1660,80,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 2000; Patterson, Leland; 1999; Additional Data for the Bowser Site, 41FB3, Fort Bend Co., Texas; Journal Houston Archeological Society, Number 123", ,TCP
 ,41NU2,D-AMS 035495,Burial M-12, ,Bone Collagen,Homo sp,Yes,1669,42,Corrected,1669,42,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Cuatro Vientos,41WB577,Beta-222165,"F4, Lot 9, 42cmbs",Hearth,Burnt rock,Organic sediment,No,1670,40,Corrected,1670,40,-21.3,Measured,0,0,AMS,"""...each sample contained relatively abdundant wood charcoal, [that] was so intricately embedded in the matrix that it could not be seperated out."" pp. 4-4","Carpenter et al 2010. Cuatro Vientos, A Reconsideration  of Seven Prehistoric Sites in the Lower Rio Grande Plains of South Texas.",Carpenter 2010.pdf,TCP
Becerra Creek,41WB556,Beta-149864, , ,Organic material, ,No,1680,40,Corrected,1680,40,-18.9,Measured,1580,40,AMS,Sample 403-1-1A,"Mahoney et al. 2002. Archeological Data Recovery Excavations along Becerra Creek (41WB556), Webb County, Texas",Mahoney 2002.pdf,TCP
Shoppa Site,41BP191,TX-4953,"Feature 7, Area F, 14 cm deep",possible hearth,charred material, ,No,1690,80,Raw,0,0,0, ,1690,80,radiometric, ,"Bement, L. (1984) Intensive Investigations of 41BP191 and 41BP192, The Powell Bend Prospect:Bastrop County, Texas. Texas Archaeological Survey Research Report No. 87: The Univeristy of Texas at Austin",Bement 1984,TCP
Chesser Site,41LE59,Beta-80617,"Feature 24, N512 E409, Level 7, 98.60-98.5 cm", ,nutshell,Carya,No,1690,60,Corrected,1690,60,-26.8,Measured,1720,60,AMS, ,"Rogers R. 1995. Archaeological Investigations at the Chesser Site (41LE59) Lee County Texas. Espey, Huston, and Associates, Inc.",Rogers 1995,TCP
Redtail Site,41HR581,Beta-30593,"Feature 5, Shell Pile 2", ,Charcoal, ,No,1700,100,Corrected,1700,100,-24.7,measured,1690,100, , ,"Gadus, Eloise F., Margaret Ann Howard; 1990; Hunter-Fisher-Gatherers on the Upper Texas Coast: Archeological Investigations at the Peggy Lake Disposal Area, Harris County, Texas; Reports of Investigations, Number 74; Prewitt and Associates Inc.","Gadus, 1990.pdf",TCP
Redtail Site,41HR581,Beta-30591,Feature 16, ,Charcoal, ,No,1700,130,Corrected,1700,130,-26,Measured,1710,130, , ,"Gadus, Eloise F., Margaret Ann Howard; 1990; Hunter-Fisher-Gatherers on the Upper Texas Coast: Archeological Investigations at the Peggy Lake Disposal Area, Harris County, Texas; Reports of Investigations, Number 74; Prewitt and Associates Inc.","Gadus, 1990.pdf",TCP
Morhiss Site,41VT1,D-AMS 028393,Burial 163,Burial,Bone Collagen,Homo sp,Yes,1705,24,Corrected,1705,24,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 030973,Burial M-39, ,Bone Collagen,Homo sp,Yes,1708,27,Corrected,1708,27,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Walleye Creek Site,41LE57,Beta-97290,"Feature 4, Trench 8",Hearth,nutshell,Carya,No,1710,40,Corrected,1710,40,-27.4,Measured,1750,40,AMS,A Darl point (lot 634) was found slightly above the feature about 1.8 m southwest of the main rock concentration while the Langepoint (lot 637) was found at an equivalent depth with the feature.,"Rogers R. 1999. Excavations at the Walleye Creek Site (41LE57) Lee County, Texas. Espey, Huston and Associates, Inc.",Rogers 1999,TCP
 ,41MV249,Beta-144358,"Unit 2, Level 4-1 (175-185cm BD, 345-355cm below modern ground surface), Ab4 horizon",Hearth,Charcoal, ,No,1710,40,Corrected,1710,40,-26.2,Measured,1600,40,AMS,Sample 384-1; See pg. 110-111 for site name,"Greaves, 2001; Archaeological Survey and Testing Along the Rio Grande Terraces Near Eagle Pass and El Indio, Maverick County, Texas.",Greaves 2001.pdf,TCP
Becerra Creek,41WB556,Beta-149857, , ,Charred material, ,No,1710,50,Corrected,1710,50,-25,Estimated,1710,50,AMS,Sample 977,"Mahoney et al. 2002. Archeological Data Recovery Excavations along Becerra Creek (41WB556), Webb County, Texas",Mahoney 2002.pdf,TCP
Buckeye Knoll,41VT98,Beta-191092,"Knoll Top, S14W86, Level 9, Zone 2, middle", ,Bone collagen,"White-tailed Deer, Odocoileus virginianus",No,1720,40,Corrected,1720,40,-20.9,Measured,1650,0,AMS,Sample 41VT98-11,"Ricklis et al 2012; Archaeology and Bioarchaeology of the Buckeye Knoll Site (41VT98), Victoria County, Texas", ,TCP
The Boiler Site,41WB557,Beta-149757,"Block North, Unit 75, Depth 34-38cmbs, Feature No. 12", ,Burned Clay, ,No,1720,40,Corrected,1720,40,-20.2,Measured,1640,50,AMS,Catalog No. 955-5-3a.�Beta sheets can be found in primary source.�,"Quigg et al, 2002. The Boiler Site (41WB557): Utilization of an Upland Setting Over the Last 4200 Years, Webb County, Texas.",Quigg 2002.pdf,TCP
Ernest Witte Site,41AU36,D-AMS 035575,"Burial 73, Group 3", ,Bone Collagen,Homo sp,Yes,1723,26,Corrected,1723,26,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41CH16,Tx-399_1,"Sq. V33, Level 22", ,Charcoal, ,No,1740,100,Raw,0,0,0, ,1740,100, ,"Original Velastro lists Tx-399 for 2 discrete dates, I arbitrarily made them Tx-399_1 and Tx-399_2","Story, Dee Ann, Janice A. Guy, Barbara A. Burnet, (UNK) Doty Freeman, Jerome C. Rose, D. Gentry Steele, (UNK) W. Olive and Karl J. Reinhard; 1990; The Archaeology and Bioarchaeology of the Gulf Coast Plains; Vol. 2; (Publisher Unknown)","Story, 1990.pdf",TCP
 ,41MV249,Beta-144357,"Unit 2, Level 4-1 (175-185cm BD, 345-355cm below modern ground surface), Ab4 horizon",Hearth,Charcoal, ,No,1740,40,Corrected,1740,40,-26.4,Measured,1685,40,AMS,Sample 383-1; See pg. 110-111 for site name,"Greaves, 2001; Archaeological Survey and Testing Along the Rio Grande Terraces Near Eagle Pass and El Indio, Maverick County, Texas.",Greaves 2001.pdf,TCP
The Boiler Site,41WB557,Beta-149769,"Block South, Unit 55, Depth 30-40cmbs, Feature No. 34", ,BR Organics, ,No,1740,40,Corrected,1740,40,-15.8,Measured,1590,40,AMS,Catalog No. 788-2-2a. Beta sheets can be found in primary source.�,"Quigg et al, 2002. The Boiler Site (41WB557): Utilization of an Upland Setting Over the Last 4200 Years, Webb County, Texas.",Quigg 2002.pdf,TCP
 ,41GM224,Beta-62675,"Block A, Unit N480E486, 98.4-98.5", ,Charcoal, ,No,1750,70,Corrected,1750,70,0, ,0,0, , ,"Rogers, Robert; 1994; Excavations at Site 41GM224 in the Gibbons Creek Lignite Mine Permit 38A Area, Grimes County, Texas; -; Espey, Huston & Associates, Inc., Austin, Texas","Rogers, 1994.pdf",TCP
Walleye Creek Site,41LE57,Beta-96211,"Feature 5, Trench 2, N565 W248",Hearth,nutshell,Carya,No,1750,60,Corrected,1750,60,-25,estimated,1750,60,AMS, ,"Rogers R. 1999. Excavations at the Walleye Creek Site (41LE57) Lee County, Texas. Espey, Huston and Associates, Inc.",Rogers 1999,TCP
 ,41NU2,D-AMS 030982,Burial 1, ,Bone Collagen,Homo sp,Yes,1752,27,Corrected,1752,27,0, ,0,0,AMS, ,Mauldin Database, ,TCP
The Eagle's Ridge Site,41CH252,BETA-94313,"N484, E501 Stratum 1, Level 4", ,Bone collagen, ,,1760,50,Corrected,1760,50,-22.5,measured,0,0, , ,"Costa Database, 2018", ,TCP
 ,41SP153,Tx-7084, , ,Oyster, ,No,1760,70,Corrected,1760,70,0, ,1400,70, , ,"Perttula, Timothy K., 2004, The Prehistory of Texas, Texas A&M University anthropology series; no. 9, Texas A&M University Press",Perttula 2004,TCP
Morhiss Site,41VT1,D-AMS 029396,Burial 153,Burial,Bone Collagen,Homo sp,Yes,1764,29,Corrected,1764,29,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Chesser Site,41LE59,Beta-80615,"Feature 27, N515 E404, Level 5, 98.70-98.60 cm", ,nutshell,Carya,No,1770,60,Corrected,1770,60,-27.9,Measured,1820,60,AMS,Likely to be redeposited material from rodent activity pg. 131,"Rogers R. 1995. Archaeological Investigations at the Chesser Site (41LE59) Lee County Texas. Espey, Huston, and Associates, Inc.",Rogers 1995,TCP
Floyd Morris Site,41CF2,Beta-172924,Burial 11b,Burial,Bone collagen,Human,Yes,1770,40,Corrected,1770,40,-14.8,Measured,0,0,AMS,Sample 3017 B-11b,"Terneny, 2005; A Re-Evaluation of Late Prehistoric and Archaic Chronology in the Rio Grande Delta of South Texas.",Terneny2005.pdf,TCP
The Eagle's Ridge Site,41CH252,BETA-85158,"N500, E499, Stratum 1, Base", ,Bone collagen, ,,1780,100,Corrected,1780,100,-23.3,measured,0,0, , ,"Costa Database, 2018", ,TCP
Walleye Creek,41LE57,Beta-99450,"Feature 9, Trench 1, Hearth", ,Charcoal, ,No,1780,60,Corrected,1780,60,-25.6,Measured,1800,60,AMS,Table 5 pg. 91 indicates different sample number and material sampled from Feature 9 notes on pg. 49,"Kelly Pertulla database, CARD.  Rogers R. 1999. Excavations at the Walleye Creek Site (41LE57) Lee County, Texas. Espey, Huston and Associates, Inc.", ,TCP
Walleye Creek Site,41LE57,Beta- 99450,"Feature 9, Trench 1",Hearth,charcoal, ,No,1780,60,Corrected,1780,60,-25.6,Measured,1800,60,AMS,Table 5 pg. 91 indicates different sample number and material sampled from Feature 9 notes on pg. 49,"Rogers R. 1999. Excavations at the Walleye Creek Site (41LE57) Lee County, Texas. Espey, Huston and Associates, Inc.",Rogers 1999,TCP
 ,41PK248,Beta-230136, , ,Bulk sherd organics, ,No,1780,40,Corrected,1780,40,-26.6,measured,1750,40,AMS, ,"Willis, Mark D.; 2007; Archeological Testing at Site 41PK248 on the Alabama-Coushatta Indian Reservation, Polk County, Texas; Blanton & Associates,; Austin, Texas","Willis, 2007.pdf",TCP
 ,41CH16,Tx-401,"Sq. X33, Level 7", ,Charcoal, ,No,1790,100,Raw,0,0,0, ,1790,100, , ,"Story, Dee Ann, Janice A. Guy, Barbara A. Burnet, (UNK) Doty Freeman, Jerome C. Rose, D. Gentry Steele, (UNK) W. Olive and Karl J. Reinhard; 1990; The Archaeology and Bioarchaeology of the Gulf Coast Plains; Vol. 2; (Publisher Unknown)","Story, 1990.pdf",TCP
The Eagle's Ridge Site,41CH252,BETA-94316,"N503, E497 Stratum 2, Level 1", ,Bone Collagen, ,,1790,50,Corrected,1790,50,-22.3,measured,0,0, , ,"Costa Database, 2018", ,TCP
 ,41NU2,D-AMS 030964,Burial 2, ,Bone Collagen,Homo sp,Yes,1830,34,Corrected,1830,34,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 030963,Burial 4, ,Bone Collagen,Homo sp,Yes,1832,26,Corrected,1832,26,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Floyd Morris Site,41CF2,D-AMS 035583,Burial 11C, ,Bone Collagen,Homo sp,Yes,1834,25,Corrected,1834,25,, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 030220,Burial 5, ,Bone Collagen,Homo sp,Yes,1837,26,Corrected,1837,26,0, ,0,0,AMS, ,Mauldin Database, ,TCP
McKinney Roughs Site,41BP627,Beta-195849,"Feature 9, Balk North of N116/E114, depth 80-90, elevation 99.3-99.2",hearth,charred material, ,No,1840,40,Corrected,1840,40,-24.3,Measured,1830,40,AMS,Associated with Ensor II,"Carpenter,S., Chavez, M., Miller, K., Lawrence, K. (2006) The McKinney Roughs site 41BP627: A stratified Late Archaic II site on the Colorado River Terraces:Bastrop County Texas, Texas Permit: 2892, SWCA",Carpenter 2006,TCP
 ,41MV249,Beta-140473,"Profile 2, Ab4 horizon",Hearth,Charcoal, ,No,1840,50,Corrected,1840,50,-26.2,Measured,1795,50,AMS,Sample 378-1; See pg. 110-111 for site name,"Greaves, 2001; Archaeological Survey and Testing Along the Rio Grande Terraces Near Eagle Pass and El Indio, Maverick County, Texas.",Greaves 2001.pdf,TCP
The Boiler Site,41WB557,Beta-149770,"Block South, Unit 55, Depth 30-40cmbs, Feature No. 34", ,BR Organics, ,No,1840,40,Corrected,1840,40,-20,Measured,1760,40,AMS,Catalog No. 788-2-3a.�Beta sheets can be found in primary source.�,"Quigg et al, 2002. The Boiler Site (41WB557): Utilization of an Upland Setting Over the Last 4200 Years, Webb County, Texas.",Quigg 2002.pdf,TCP
Choke Canyon,41MC296,TX-4681,"Lot 256, N1023 E986-987, Level 7", ,Charcoal, ,No,1860,60,Raw,0,0,0, ,1860,60,Radiometric,MASCA corrected given as 1790 BP,"Hall, Grant D., Hester, Thomas R., Black, Stephen L., 1986, The Prehistoric Sites at Choke Canyon Reservoir, Southern Texas: Results of Phase II Archaeological Investigations, Choke Canyon Series: Volume 10, Center for Archaeological Research, The Univer",Hall 1986,TCP
Labadie,41CH62,UGa-5850, , ,Unknown, ,No,1866,48,Corrected,1866,48,0, ,0,0,Radiometric,not sure this site number is correct; appears to be a historic site,"Kelly Pertulla database, CARD.  Patterson 1996", ,TCP
 ,41ZV202,Beta-177700,CAT#251, ,Charred material, ,No,1870,40,Corrected,1870,40,-26.2,Measured,1890,40,AMS, ,"Mauldin et al, 2010; Archeological Testing and Data Recovery at 41ZV202, Zavala County, Texas.",Mauldin 2010.pdf,TCP
